ID,Comp ID,Application Date,Response Date,Follow up date,Company,Position,Resume link,Application link,Cover Letter,
106,100,2024-01-14,2024-03-12,,Affirm,Software Engineer (Loans Platform),https://docs.google.com/document/d/1zNRjCzaAKb7wWyZZ3pDH9-EmRy2ZHv3T0jixt9hhCGg/edit,https://www.linkedin.com/jobs/view/3790959679,https://docs.google.com/document/d/1jJ-JRz-RlHX9dWCFAe013L_iGH3WViStpzpac7T8ghg/edit,
107,101,2024-01-14,,,Zonda,Full Stack Developer,https://docs.google.com/document/d/1j47ddI0Bn77kzFM5an1XXFR_FMnz6uLqHwD2xFqhw1M/edit#heading=h.1t3h5sf,https://www.linkedin.com/jobs/view/3713620359,,
108,102,2024-01-14,,,Hive.co,,https://docs.google.com/document/d/1zuW2vHOr8BxsmLGThU5IqvubJt0x0RG2kRqoVgD768k/edit,https://www.linkedin.com/jobs/view/3776009795,,
109,103,2024-01-14,,,giftbit,FullStack Developer,https://docs.google.com/document/d/116nyL23c3Zl_TptIohVcCHrlYWw93cszqoNX-BMte10/edit,https://www.linkedin.com/jobs/view/3797053054,https://docs.google.com/document/d/1-3P6vDdP65irK63l2_NkvBbDN0dtwhsWCjlnIPBkMD0/edit,
110,104,2024-01-16,2024-04-15,,Apryse,Web Development Support Engineer,https://docs.google.com/document/d/1iMrHNmooB8eTbiyG4taTgqANCqBCo947HLlcOIKbvqQ/edit,https://www.linkedin.com/jobs/view/3786150277,,
111,105,2024-01-16,,,Viatec - Redbrick,Senior Web Developer,https://docs.google.com/document/d/1g1NMsKmt6KjXke0n1S3OQkrM7nkuoNJMrud0-f4UvUk/edit,https://www.bcjobs.ca/jobs/senior-web-developer-redbrick-canada-1484308,,
112,106,2024-01-16,,,Elastic,Senior Front End Developer,https://docs.google.com/document/d/13uJJsN8RE15L1N-TFA_OTU2R5uq2M_zGtMO5FmbskNQ/edit,https://www.linkedin.com/jobs/view/3806304983,,
113,107,2024-01-16,,,Feufo,Back End Developer (Node.js),Latest resume,https://www.linkedin.com/jobs/view/3806375835,,
114,108,2024-01-16,,,Kindertales,Senior Full Stack Software Engineer,https://docs.google.com/document/d/1B3sny-CUk38_uKzI0hcFk1dT1oSXYRdYSFIqDYVwKcY/edit#heading=h.lnxbz9,https://www.linkedin.com/jobs/view/3807756294/?trackingId=Eh%2BSMsSrD4njtq85j3VP%2FQ%3D%3D&refId=ByteString%28length%3D16%2Cbytes%3D91b33199...aa734200%29&midToken=AQH_C6qXrxr9gA&midSig=3DaME87J2uJX41&trk=eml-email_job_alert_digest_01-job_card-0-jobcard_body&trkEmail=eml-email_job_alert_digest_01-job_card-0-jobcard_body-null-a8ilj~lrgyanhu~an-null-null&eid=a8ilj-lrgyanhu-an&otpToken=MTMwMjFmZTkxMTJiYzhjNWJlMmYwMmVhNDMxYWUzYjE4OWNhZDE0MDk4YWI4NTZlNzNjNTA2NmY0NjVhNWRmM2ZjOTc5ZGUyNTBiMmRlZDA1ZWMxOThlMzQwMDRhOWZlNjkzMWE5YTNiNTIwMzk2MTUzLDEsMQ%3D%3D,https://docs.google.com/document/d/1J6CTVGuZoYcKGC22YRiVoQRQuGRjliXzIu1XUyXInTY/edit,
115,109,2024-01-24,,,Ecofish,Senior Full Stack Web Developer,Latest resume,indeed,,
116,110,2024-01-25,,,PHSA,Senior Software Developer,Latest resume,https://ca.indeed.com/viewjob?jk=714f11d24154cbc5&q=web+developer&l=North+Vancouver%2C+BC&tk=1hkv32jajkalg800&from=ja&alid=5cec69894caad346fc4c5046&xpse=SoDF67I3FfegqDX-8J0LbzkdCdPP&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1hkv32jajkalg800&xkcb=SoDx67M3FfODfa7zJR0ObzkdCdPP,,
117,111,2024-01-25,2024-01-31,,lightspeed,Senior Full Stack Developer,https://docs.google.com/document/d/1U8XsVcCxk5KUuG8MkJanM5yGkQfUqD41q2xZSC1B7Dk/edit#heading=h.lnxbz9,https://boards.greenhouse.io/lightspeedhq/jobs/5622753?gh_src=ra52sj1#app,,
118,112,2024-01-25,2024-01-30,,lightspeed,Senior Backend Developer,https://docs.google.com/document/d/1U8XsVcCxk5KUuG8MkJanM5yGkQfUqD41q2xZSC1B7Dk/edit#heading=h.lnxbz9,https://boards.greenhouse.io/lightspeedhq/jobs/5496349#application,,
119,113,2024-01-25,2024-02-06,,veritree,Full-Stack JavaScript Developer,Latest resume,https://www.linkedin.com/jobs/view/3800134046,,
120,114,2024-01-25,,,Shift - Redbrick,Intermediate Web Developer,https://docs.google.com/document/d/1sszvxzH17rAkwoODZdcu6pP09i293Lr1d4gwGqfXet0/edit,https://rdbrck.bamboohr.com/careers/242,https://docs.google.com/document/d/10bp17wr1lKoIrdj5Ua3k5hfF3a90NQ6HUcPSUkRLGl4/edit,
121,115,2024-01-25,,,Shift - Redbrick,Senior Web Developer,https://docs.google.com/document/d/1sszvxzH17rAkwoODZdcu6pP09i293Lr1d4gwGqfXet0/edit,https://rdbrck.bamboohr.com/careers/242,https://docs.google.com/document/d/10bp17wr1lKoIrdj5Ua3k5hfF3a90NQ6HUcPSUkRLGl4/edit,
122,116,2024-01-25,,,Zillow,Senior Software Development Engineer,https://docs.google.com/document/d/1Tu0j4l5Esc4kw2Ng5KtqxJ-UlB7RkbZ_lCmhG8VyCZI/edit#heading=h.lnxbz9,https://www.bcjobs.ca/jobs/senior-software-development-engineer-vancouver-1486742,https://docs.google.com/document/d/1HJvyau535YvOL4cPlPNnDjO-cO29_yTiqSCz1H9LthU/edit,
123,117,2024-01-25,,,VictoriaBBS,Software Developer,https://docs.google.com/document/d/14vy8s5R5ab62BveLLuSl1lsC9pkq7d10yT0SOx15ZqY/edit,https://www.bcjobs.ca/jobs/software-developer-victoria-1462657,,
124,118,2024-01-26,2024-01-28,,Doxo,Front End Software Engineer,https://docs.google.com/document/d/1JmwIwLFX43Ldy_xcZ5ujBJg0pfS5MvQWdzqv7bfiDlU/edit,https://www.linkedin.com/jobs/view/3781998417,https://docs.google.com/document/d/1o9w0p1qG0JlTWPUz6kaK-lIlLdLsj3XbLLhe_4h4J3M/edit,
125,119,2024-01-26,,,Autodesk,Web Developer,https://docs.google.com/document/d/1puTCsu9R7cwjUE3orUkH6Ppy4hhpC3N-ev98GjD-MzA/edit,https://www.linkedin.com/jobs/view/3804150066/,,
126,120,2024-01-29,,,Stripe,"Full Stack Engineer, Security Reporting",https://docs.google.com/document/d/19crdD_1A50ZCsbgV6wk7NWgGEqR4KL62n2-jn-kSwHU/edit,https://stripe.com/jobs/listing/full-stack-engineer-security-reporting/5623775,,
127,121,2024-01-29,,,Stripe,"Full Stack Engineer, Connect",https://docs.google.com/document/d/19crdD_1A50ZCsbgV6wk7NWgGEqR4KL62n2-jn-kSwHU/edit,https://stripe.com/jobs/listing/full-stack-engineer-connect/5644613,,
128,122,2024-02-01,,,VPNforAndroid,Junior Full-Stack Engineer,https://docs.google.com/document/d/1dwQ-6r3jjDdCGBoh9C7atFHbmjmWp2Qn3KP1Oh0Yib4/edit,https://www.linkedin.com/jobs/view/3820006251,,
129,123,2024-02-01,,,Pixieset,Full Stack Engineer,https://docs.google.com/document/d/1mJf2Ac58tlAMoZ1cbgaYFa6lw41ifx-euWO9IrbItKw/edit,https://www.linkedin.com/jobs/view/3819785128,,
130,124,2024-02-01,,,Bucketlist,Software Developer,https://docs.google.com/document/d/1OszE5B1OpcwhhezeK5qAN-ieGKF-UmuZIKqBigFekfg/edit#heading=h.lnxbz9,https://www.linkedin.com/jobs/view/software-developer-at-bucketlist-rewards-and-recognition-3815993925,https://docs.google.com/document/d/1xJU3zX3Gol24Utw5skOFI-0ReOwLLjMYbs2GLeAK4fE/edit,
131,125,2024-02-01,,,Clio,Junior Web Developer,https://docs.google.com/document/d/10p-G22xXlebAEtiqb2UwxQwyLbgnFuCaT9RWDbN7WqU/edit,https://www.linkedin.com/jobs/view/3777161582,,
132,126,2024-02-01,,,Aha!,Senior Front End Engineer,https://docs.google.com/document/d/1xLeBGVFQYHsbSjl7pSQK-cBpOCWBeO7VTVXrNGBEpbw/edit,https://www.linkedin.com/jobs/view/3810824437,,
133,127,2024-02-02,2024-03-05,,Milk Moovement,Full Stack Developer II (Remote Canada),https://docs.google.com/document/d/1PCqQgK21qYvMtdSzgAmdngpiwin-9GCkSYbAEtqblWM/edit,https://www.linkedin.com/jobs/view/3802420845,,
134,128,2024-02-02,,,Bellwood Labs,Full-Stack Software Engineer (React),https://docs.google.com/document/d/1Ud_E1X2oeQB30srCV3qJKvV6cnZBjtvF9zeETCTghuE/edit,https://bellwoodlabs.applytojob.com/apply/9jciIsnu5R/FullStack-Software-Engineer-React-Canada,,
135,129,2024-02-02,2024-03-06,,Mozilla,Senior Frontend Engineer,https://docs.google.com/document/d/1Xy135QNf5a0pvUXWgiFL--0My3nlX3UQKYyHz4n-7RI/edit#heading=h.1fob9te,https://www.linkedin.com/jobs/view/3820507877,,
136,130,2024-02-02,,,Imperva,Senior Frontend Engineer- Remote,hakan-sivritepe-240201-latest-resume,https://www.linkedin.com/jobs/view/3749129707/,,
137,131,2024-02-02,2024-02-09,,felix,Senior Software Engineer,hakan-sivritepe-240201-latest-resume,https://www.linkedin.com/jobs/view/3803184939,,
138,132,2024-02-02,2024-02-05,,Determinate Systems,Frontend Engineer,hakan-sivritepe-240201-latest-resume,https://determinate.systems/careers/frontend-engineer,,
139,133,2024-02-05,,,Motorola Solutions,"Software Developer II, Front End",hakan-sivritepe-240201-latest-resume,https://motorolasolutions.wd5.myworkdayjobs.com/en-US/Careers/job/Vancouver-Canada/Software-Developer-II--Front-End_R43976?locationCountry=a30a87ed25634629aa6c3958aa2b91ea&locations=d0be8406d7eb01e1ef6d1c418c8cf679&jobFamilyGroup=2161bef685534428b91fad96fc9069b4,,
140,134,2024-02-06,,,Bench,Senior Software Engineer,https://docs.google.com/document/d/1EF9u_RysvMEIQzmZoDu24s5HycQ1sNcWtsCxiAfZS3w/edit,https://www.bench.co/careers/job?gh_jid=5601353,,
141,135,2024-02-07,,,Gigster Network,Associate Back-End Software Developer,https://docs.google.com/document/d/1p5clQpvhKpU7EW1swouxwuMqiYlLzW-sTJTvWKB45cA/edit#heading=h.lnxbz9,https://www.linkedin.com/jobs/view/3822827799,,
142,136,2024-02-07,,,Matomo,Full Stack PHP/JS Engineer Team Lead,https://docs.google.com/document/d/1p5_qmPKHM5-ksIqoT2Rhqn8VWeXMjutdQTzelcOldHg/edit,https://matomo.org/jobs/full-stack-php-js-engineer-team-lead/,,
143,137,2024-02-07,,,Backbone,Full Stack Web Developer,https://docs.google.com/document/d/1c5b4gqF-ZaanTZPwqvIiS2be_PT92Ll7dqGSdOsOun0/edit#heading=h.lnxbz9,https://backbone.digital/careers/job-positions/full-stack-web-developer#lets-talk,,
144,138,2024-02-07,,,TradableBits Media,Full Stack Web Developer (Software Engineer),hakan-sivritepe-240201-latest-resume,https://ca.indeed.com/viewjob?from=app-tracker-post_apply-appcard&hl=en&jk=9607996ed635ab24&tk=1hm2igjcri38u801,,
145,139,2024-02-07,,,ScalePad,Backend Developer (Remote),hakan-sivritepe-240201-latest-resume,https://ca.indeed.com/viewjob?from=app-tracker-post_apply-appcard&hl=en&jk=a9f309580f54ac51&tk=1hm2rq1lli4kj800,,
146,140,2024-02-12,2024-02-12,,Procurify,Frontend Software Engineer,https://docs.google.com/document/d/1AM5-2NBdaGyki7reWoaqK8yaRLpZ2kbDZlSs3rGzXlQ/edit,https://boards.greenhouse.io/procurify/jobs/4368547005?gh_src=401dd2745us,https://docs.google.com/document/d/1a4ALNiEDAbJzcvnMZ7aup09Dawy9AkWFwikPJfKmn0A/edit,
147,141,2024-02-15,Reapply,,Ecofish,Senior Full Stack Web Developer,Latest resume,indeed,,
148,142,2024-02-15,,,CliniCall,Full Stack Web Developer,https://docs.google.com/document/d/1PlqtKOzZmUKHqHpsB5Tim0K6CKPZaeOjbGIPZbajc10/edit#heading=h.lnxbz9,https://ca.indeed.com/viewjob?jk=0909972fc22cec29&q=web%20developer&l=North%20Vancouver%2C%20BC&tk=1hml67pmukalg801&from=ja%2CiaBackPress&alid=5cec69894caad346fc4c5046&xpse=SoAD67I3EVhPbOADpr0LbzkdCdPP&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1hml67pmukalg801&xkcb=SoAO67M3EVYdiT63jR0LbzkdCdPP,,
149,143,2024-02-21,,,Scanline VFX,Front End Developer,hakan-sivritepe-240201-latest-resume,https://ca.indeed.com/viewjob?jk=4ed2cef16296cd18&q=web%20developer&l=North%20Vancouver%2C%20BC&tk=1hn71559pi9km800&from=ja%2CiaBackPress&alid=5cec69894caad346fc4c5046&xpse=SoBK67I3EnKVQiyCZ50LbzkdCdPP&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1hn71559pi9km800&xkcb=SoAq67M3EnKampR0Wx0LbzkdCdPP,,
150,144,2024-02-22,,,#paid,Intermediate Front-End Engineer,,https://www.linkedin.com/jobs/view/3829341832/,,
151,145,2024-02-22,,,TEKsystems,Web Developer (JP-004317839),hakan-sivritepe-240201-latest-resume,https://www.linkedin.com/jobs/view/3832274850/,,
152,146,2024-03-03,,,"BC Public Service · British Columbia, Canada (Remote)",ISL 21R - Full Stack Developer - Level 2,https://docs.google.com/document/d/1AwwmmZ488xus-DzhCdmp1NSH6_TnoRjxxq7Wg0nKuok/edit#heading=h.ytp7hcl6fzta,https://www.bcjobs.ca/jobs/isl-21r-full-stack-developer-level-2-campbell-river-cranbrook-fort-nelson-1494320?utm_source=LinkedIn&utm_medium=cpc&utm_campaign=SearchEngines,,
153,147,2024-03-04,,,Cohere,"Senior Full-Stack Software Engineer, Internal Tools",https://docs.google.com/document/d/11HHPLfT-EA5ENrroHCFNQPwXlvDNKEiUDygM9gTrxSw/edit,https://www.linkedin.com/jobs/view/3844644084/,,
154,148,2024-03-07,,,Leadership Connect,Full-stack Software Engineer (mid-senior level),https://docs.google.com/document/d/1NoB5BaRYmlaY8_bAsWMTchpOnySBzKuGERUAJg2Hs1A/edit,https://www.linkedin.com/jobs/view/3826273162/,,
155,149,2024-03-11,2024-04-15,,Lynker,React Javascript Developer,https://docs.google.com/document/d/1jucF-6BA9Af4BC2I-AO2BHzNt-00eLow3TB-5ezcdPo/edit,https://www1.jobdiva.com/portal/?a=1gjdnws1na2bwrh6xfwo01amv7cukq097bn9e5bdavn68l2x7r3926oji81spvb5&jobid=26129666#/jobs/26129666?compid=0&SearchString=&StatesString=&id=26129666&source=linkedin.com,,
156,150,2024-03-12,,,interactivetools,PHP Developer,https://docs.google.com/document/d/1NMieTFOKY6IeZLoaFuGoufprNY71q5cLu-kI32BXDZc/edit,https://ca.indeed.com/viewjob?jk=8d6809acc53f12c7&tk=1hoph6545hslc800&from=hp&advn=3644617905876292&adid=426743220&ad=-6NYlbfkN0ByJy_hyYkbCb9GilkVMzJbXSFSWwmuSXsGh8Tfvfuggb1kUrXa5TmqiNrLWKYnc8ntUJyA67OnazeI5GnLtTdIa_-xRX1UxMxqBAUWZ3L6bVQhSgi1aybo9SQJ1a1UtNlTrxR35whEYUx5TEdlBY9X2Tgkde9fQaSMwPOA1gH4fLW6_LHXdYD0RhdFHGBgitVYUa8n5mKJsT2UUkgnFEWyLtExOwbHX9XPZZYUU8lF-2Dpt_X9P7uvBQZ5ZlAs7KJU_gaIPLlEv0JsGpkSYjRE6Vd1fb5Phov8gTJZBJREkiohFiWP7oCF40MuhcEzfR7pnvk7EZJPOmvjle0iLEl7_VMR1o7S1mckSe3602Dd3UGx1ya_ZD2-cdLKoqkTcal4CLxc9Rg3EzpI2-1QhCXufJYstD_KLoNe372SzX-CgzmTEBkq0IkCsnWms3KQyx-xKeXYIBlGPJu0vKHoSrpxxGxZrXCecdUwDD7kLoK6GepJU9jJDETjw7ZXFxl4R3NKwGuG_OJ7aN8H7lj7fhOKhVJeGEDAd3Igo98rBSQKkFfupbWIQ94wP-S56qQd02s%3D&pub=4a1b367933fd867b19b072952f68dceb&camk=4HOcmqOLYrDlY_OouRR9MQ%3D%3D&xkcb=SoC06_M3DZqXaeWkyR0SbzkdCdPP&xpse=SoBQ6_I3DZgEGiRRo50IbzkdCdPP&vjs=3,https://docs.google.com/document/d/1NMieTFOKY6IeZLoaFuGoufprNY71q5cLu-kI32BXDZc/edit,
157,151,2024-03-12,,,Chainalysis,Frontend Software Engineer II,hakan-sivritepe-240304-latest-resume,https://www.linkedin.com/jobs/view/3842635299,,
158,152,2024-03-12,,,Affirm,"Software Engineer, Backend (Partner Interface)",https://docs.google.com/document/d/10RySTq8oSxY_DVi14ECzDYPkI1sKqS-mb3H98yzvL4c/edit,https://boards.greenhouse.io/affirm/jobs/5765591003#app,https://docs.google.com/document/d/1CG95Z7xpQ8eJqiTGUtxsXL4WI759ZHPE8qfYKGAMFy4/edit,
159,153,2024-03-12,2024-04-26,,Affirm,"Software Engineer II, Fullstack (Capital Orchestration)",https://docs.google.com/document/d/1cUel8Mbdd6d97LLfG7w121EUtl2t9meRAk-13Wi3gxU/edit,https://boards.greenhouse.io/affirm/jobs/5848767003,,
160,154,2024-03-12,,,Plooto,Front-End Engineer,https://docs.google.com/document/d/1G0mRiZ92-21QEHpHT940xcia6YaQvq_Dii6qIJNeRs0/edit,https://jobs.lever.co/Plooto/1afd1c0c-7c8e-44c0-8741-482d213309f6,,
161,155,2024-03-12,,,Shipfusion,Full Stack PHP Developer - Projects,https://docs.google.com/document/d/1CvjfqTtVc3uDLPLbZHzAZkbdqvRmT8QuihocoICPQiA/edit,https://www.linkedin.com/jobs/view/3849890202,https://docs.google.com/document/d/15LcvSfFfFGiiKC80ktNDsD8CX45AWXn7p-1ld2AHdWA/edit,
162,156,2024-03-12,,,Tactica Interactive,WordPress Developer,hakan-sivritepe-240304-latest-resume,https://ca.indeed.com/viewjob?jk=fa0764beb60f3197&q=Tactica+Interactive&tk=1hoq1k0ktjr5180k&from=web&advn=3166290479671742&adid=427015229&ad=-6NYlbfkN0BYgfg-D2QddfI9Wuwli90qUBrIWSzAIr8vt1e0nDgHi7FgWEV91rMlGw8SZSt8pwhBDTI5v10B5LOyYf69eCXIPiXDBCLji-zgSgRWTW9dmErpOIy7q5MLO_DZKuHATBvQHbnsoXJhOOJiq99xZ_d9AXuTHjjAGm-Y2h33RueJTWEYxafPu-bz02uKwvZ79Apdci8gYy_6gopr6Ncrr0KKw3oCTSEbIoAlOCxlcyt74VIwyQQxKdUR_JCz25XRa2NJT_-3WsWd0ez0MOF2DrZiWw9jcMLkd_0r8A1yndoruOmmcp91WDbEisCmJELjscuZaFMO6POVMtlxDeFRokI3N4E6NDKHMjR9YVxRey52pnwEhxOcJeFYcVHQOoFmR2zDhMEz1O9_-KUrfUbW6mUyguoA8ZHIFUJSDdmCsqYD6YJBBUNP_NkIGw3lE97dZHmNj8dDCKOTrwVz_f3wFZu1UpdB8rIrQvRrzvw7G_ZeEhA0XB5rB3um&pub=4a1b367933fd867b19b072952f68dceb&camk=4HOcmqOLYrAORzTAhgDWdw%3D%3D&xkcb=SoCJ6_M3DaLfwgg41z0LbzkdCdPP&xpse=SoAk6_I3DaLWqZRj7p0JbzkdCdPP&vjs=3,https://docs.google.com/document/d/1KhuZ1PaxQRFF-HHq-fq_-W7BCB4q9dT-12mVe5blUZ0/edit,
163,157,2024-03-12,,,Tactica Interactive,Developer,hakan-sivritepe-240304-latest-resume,https://ca.indeed.com/cmp/Tactica-Interactive/jobs?jk=aeeef28c6a3f975a&start=0,,
164,158,2024-03-12,,,BusyQA,Full Stack Web Developer Instructor,https://docs.google.com/document/d/1YG6UK1ipUIu2DHXVqMRejHosn2MWNltMnv9f5YXwZYE/edit,https://ca.indeed.com/viewjob?jk=9c4ce29bf0075098&q=Full+Stack+Web+Developer+Instructor&tk=1hoq7ab8qi430804&from=web&advn=5486925537503324&adid=419985379&ad=-6NYlbfkN0DnDWClPfF-KQRVzl2FcAFe_98tEShlvlYehe7eT_caiZW8FlNvr8ABePCrRGI2VqpWh_AwxoMDe5f7TKNX3FDaBotEQ8MCJnscLqnn2Z0zxde3opI9pkN59xTT_P5YLj2Hix-PePtZ0aEFsc8OIiE5tIlQ4-PE6gHYOO6956sD80z7XcqzTSorpDyLL2Kr-K0o9RKT5Qibg2kavvZURwxH3_quGHRNzqc1PvTrosWkrYal9tCji-dzGDWygq6mo_wpWQXkJbIL8jnrMzsRQyO5r7gTCoDH9ydrfFJOJGMrXjcQgovs8PWS1kAUJV2hzVW513mPh3G3N2U2ftOAiT0FF51G0WY4Yu1AHw6CThRU5c-0MKvHQo8MBbBARnyjwjvkK0MlvC1TmV9x31xJTTIvV8nay2n4Q9BIlXduoqvlRkoWXbsuffaBMmXZ8l1dzVriOg_ItuyOobpvCu7POL_OFGnnECul3JmF8Bl58kITpkf2x-uJouhE&pub=4a1b367933fd867b19b072952f68dceb&camk=f416UQcMBpBg1g4NuTFuFw%3D%3D&xkcb=SoDI6_M3DaGmtoWNkB0LbzkdCdPP&xpse=SoAA6_I3DaGlwAwlax0JbzkdCdPP&vjs=3,https://docs.google.com/document/d/1euGt4MyGw8zJbyHyaJ_gW8ARYpBnNzBDZsbGYdd_qQA/edit,
165,159,2024-03-14,,,Cornerstone College (CICCC),Web Development Instructor,https://docs.google.com/document/d/1hbDuifi942wHQ9JhnPCoy4CY4RDQa3RQzUqu7bgLZSE/edit,,,
166,160,2024-03-18,,,Evenup,Full-Stack Engineer,hakan-sivritepe-240304-latest-resume,https://www.linkedin.com/jobs/view/3860723819,,
167,161,2024-03-19,2024-03-22,,Grammarly,"Software Engineer, Full-Stack (Quality Tools)",hakan-sivritepe-240304-latest-resume,https://www.linkedin.com/jobs/view/3829241433,,
168,162,2024-03-19,,,Fiska,Intermediate Software Engineer,hakan-sivritepe-240304-latest-resume,https://www.linkedin.com/jobs/view/3862385077,,
169,163,2024-03-19,2024-04-29,,felix,Software Engineer (Intermediate),https://docs.google.com/document/d/1nSSGO_tFBSEhKu4XBdFwjIp7zd6L7CFrO30J6kyLXAE/edit,https://www.linkedin.com/jobs/view/3860725268,,
170,164,2024-03-19,,,UBC,Support Coordinator ( JR16529 ),https://docs.google.com/document/d/1eDWIEUYJveYLPEZiJ-NxtLj-Xx8bRvVN_r_snIDhgEM/edit#heading=h.jozc95pp3e0,https://ubc.wd10.myworkdayjobs.com/en-US/ubcstaffjobs/job/UBC-Vancouver-Campus/Support-Coordinator_JR16529?q=support,,
171,165,2024-03-19,,,BrainHunter,Senior Developer,hakan-sivritepe-240304-latest-resume,Linkedin message,,
172,166,2024-03-19,2024-04-22,,Scribd,"Software Engineer (Full-Stack, Front-end Focused)",https://docs.google.com/document/d/1Op0zLVFTWVAJUeRUYFJA2k6dlGXFRzt3mlIVTiLk7kM/edit,https://www.linkedin.com/jobs/view/3862942361,,
173,167,2024-03-21,,,Sphera,"Software Engineer, PHP",https://docs.google.com/document/d/1qeArcfJ_6ID53mCcN5AsJ7nA57Y1IQxIGXQpfi-svk4/edit#heading=h.1fob9te,https://sphera.wd1.myworkdayjobs.com/Careers/job/CA-Remote/Software-Engineer_R103333?source=LinkedIn,https://docs.google.com/document/d/1KFC_hfR1HaoG9X9Wr7Cq1QKOrlPznKeNpPzD0GVV09w/edit,
174,168,2024-03-26,,,Gigster Network,Associate Back-End Software Developer,hakan-sivritepe-240304-latest-resume,https://www.linkedin.com/jobs/view/3870957142,,
175,169,,,,Craver,Senior Software Developer (Frontend/React/React Native),hakan-sivritepe-240304-latest-resume,https://www.linkedin.com/jobs/view/3868992082,,
176,170,2024-04-01,2024-04-15,,ecobee,"Software Engineer, Web - Contract (12-months)",hakan-sivritepe-240304-latest-resume,https://www.ecobee.com/en-ca/careers/job-board/?gh_jid=5786200&gh_src=ca454a6c1us,,
177,171,2024-04-02,,,Agentis Capital,Intermediate JavaScript Developer,https://docs.google.com/document/d/1GzbObSKPCmH7rgilZwPnzDOGjm9nck1ZiD5UMSvv5RY/edit#heading=h.lnxbz9,https://agentiscapital.hiringplatform.ca/processes/165727-intermediate-javascript-developer?locale=en,https://docs.google.com/document/d/1S6JxFgIXcb1rDSzi3b3PY3F9ZI4APSUotmhF0veEOCc/edit,
178,172,2024-04-02,,,VersaFile,Front End UI Developer,https://docs.google.com/document/d/1bJeb14ERibbnK84fdwUl9wRUwVaVdSEp_ZMQV6OZdHc/edit,https://ca.indeed.com/viewjob?jk=65cb5fcd993aa757&q=web+developer&l=North+Vancouver%2C+BC&tk=1hq156hqhkbib800&from=ja&alid=5cec69894caad346fc4c5046&xpse=SoAN67I3CQaK2XzehR0LbzkdCdPP&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1hq156hqhkbib800&xkcb=SoC-67M3CBCVqqWenB0IbzkdCdPP&applied=1,https://docs.google.com/document/d/1weOZBkHColcJvrrC0oK7NmOfjUIWTABIZnLDRpvOtFc/edit,
179,173,2024-04-08,,,Cognitus,React JS Developer,hakan-sivritepe-240304-latest-resume,https://www.livehire.com/careers/cognitus/job/X9K8K/AVO6G0EH95/react-js-developer,,
180,174,2024-04-08,,,Pixieset,"Software Developer II, Full Stack",https://docs.google.com/document/d/1faf_hkkWbqZFzwqOybMLj0m7V5dcmJOLSeaav-t41k4/edit#heading=h.lnxbz9,https://www.linkedin.com/jobs/view/3882433407,,
181,175,2024-04-08,,,Studiothink,Web Developer,https://docs.google.com/document/d/1Gsnv9_OpbQ0qU1f5nnZbogqvTuFwnsHpfCSND_vVp6k/edit#heading=h.lnxbz9,https://www.linkedin.com/jobs/view/3885919026,https://docs.google.com/document/d/1gVHRhwUT8N4slMbMM7p84R_c43p-mrUiDca9WHcjF_Y/edit,
182,176,2024-04-08,,,AMUR Financial Group,Senior Full Stack Web Developer,https://docs.google.com/document/d/1B-1Lia9FfO-Bq831s9bT9OfZT7dJTefhBHvStmFiDas/edit,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9ckmT2uGkSCyXozVPxvfNKYUGFDx48UgxxPh3zTAsth02gPIRQCGLVbCZ98OfiQMgluZ9fEmAhks2ZJO5K6RFI5AA_wtAtudouKEED86lPGBE95frwoOJTC3iC3ay1FsixOiw6hDfo7_UWmGsHfqEq27dJ6txsHX2jpZgBj_LLusHbh8Wpsj5J7aaGmVrKMzJK40pxGanwKy_H7MBl02WwaRPKroVAeThPImgeqUI2je2FFP0iD20gMQDjK0gHlGD9TgoDe1czy_CVWF_MGXZPbL7Fa2Pan27w5pv8Hl_A2vpT7fhuMI6JB5rx4KLkeN_vltGKvksAN9DAcqWc_8imATXiClEFGkVr9yuNWOlHj0N1YMIT4CypZpJ2FviwoSHYIQeHBA1z8oUX8PsTFfz8mi2AXXhjX5XblWmE02RvgFauG3HsYVbZ9dA5cxxJNg9QnOU1KskqUYWsSPMivG2iKMczgczg-zqr0jFrcitpiZjz4OtWY6jHlm1ZILGW3Ok7XGmp8B5n8WOb3gX8UbpvuH8ntt7rw4S_JdwfEoafw2Tpy2wORqTk1HXiEi6Vx-GVkPjEL9ogjIzvbVzCj_fyPgejW3-2uhqg5ZfhSOjbPDKTvq3TiNJ0jjOmvDYarOQF44_AB-NO0D_FzmHGR5ZkMUd_ZfUa1xaXC1nU6vRRg==&xkcb=SoBy6_M3Cfx8_u3vZR0KbzkdCdPP&camk=4HOcmqOLYrB15c8YG_bpzQ==&p=1&fvj=1&vjs=3&tk=1hqvssovpj5mt841&jsa=8087&oc=1&sal=1,https://docs.google.com/document/d/1gf84Agz1KFoGEeLwNq1qJpyWXWEFDKoK2-6RtYSSEUo/edit,
